"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=theropoda"
"Access Time","Fri 2017-02-03 21:08:57 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","theropoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.577"
"Records Found","11703"
"Records Returned","11703"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"979879","occ","","","45087","cf. Neornithes indet.","subclass","98815","","Neornithes","subclass","39241","Campanian","Early Maastrichtian","83.6","66","37643"
"980746","occ","","","79517","n. gen. Largirostrornis n. sp. sexdentornis","species","197831","subjective synonym of","Cathayornis yandica","species","137353","Aptian","","125","113","37441"
"980747","occ","","","79517","n. gen. Songlingornis n. sp. linghensis","species","197838","","Songlingornis linghensis","species","197838","Aptian","","125","113","37441"
"980826","occ","","","117450","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Coniacian","Early Santonian","89.3","83.5","37765"
"981106","occ","","","117472","Morus sp.","genus","39679","","Morus","genus","39679","Piacenzian","","3.6","2.588","37795"
"981107","occ","","","117471","Mancalla lucasi","species","206163","","Mancalla lucasi","species","206163","Zanclean","","5.333","3.6","37795"
"983927","occ","","","52582","Alca n. sp. carolinensis","species","202159","","Alca carolinensis","species","202159","Zanclean","","5.333","3.6","37905"
"983928","occ","","","52582","Alca n. sp. minor","species","202160","","Alca minor","species","202160","Zanclean","","5.333","3.6","37905"
"983929","occ","","","52582","Alca n. sp. olsoni","species","202161","","Alca olsoni","species","202161","Zanclean","","5.333","3.6","37905"
"984126","occ","26823","","117980","Tyrannosauroidea indet.","superfamily","58837","","Tyrannosauroidea","superfamily","58837","Early Albian","Cenomanian","112.03","93.9","41005"
"984143","occ","","","117983","n. gen. Luoyanggia n. sp. liudianensis","species","172317","","Luoyanggia liudianensis","species","172317","Cenomanian","Turonian","100.5","89.8","37927"
"984144","occ","","","117983","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Cenomanian","Turonian","100.5","89.8","37927"
"984145","occ","","","117983","Spinosauridae indet.","family","38595","","Spinosauridae","family","38595","Cenomanian","Turonian","100.5","89.8","37927"
"984149","occ","","","117983","Carcharodontosauridae indet.","family","65363","","Carcharodontosauridae","family","65363","Cenomanian","Turonian","100.5","89.8","37927"
"984150","occ","","","117986","Carcharodontosauridae indet.","family","65363","","Carcharodontosauridae","family","65363","Cenomanian","Turonian","100.5","89.8","37927"
"984394","occ","","","52888","n. gen. Shenzhousaurus n. sp. orientalis","species","68334","","Shenzhousaurus orientalis","species","68334","Late Barremian","Early Aptian","130","122.46","14983"
"984487","occ","","","84996","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Late Cretaceous","","100.5","66","38004"
"984561","occ","","","38918","Theropoda informal indet. B","unranked clade","94209","obsolete variant of","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","38018"
"984562","occ","25813","","38918","Spinosauridae ? indet.","family","38595","","Spinosauridae","family","38595","Aptian","Albian","125","100.5","12527"
"984571","occ","","","38917","Theropoda informal indet. 3","species","94209","species not entered","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","38018"
"984574","occ","","","38917","Theropoda informal indet. 1","species","94209","species not entered","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","38018"
"984575","occ","","","38917","Theropoda informal indet. 2","species","94209","species not entered","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","38018"
"984576","occ","","","38917","Theropoda informal indet. 5","species","94209","species not entered","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","38018"
"984577","occ","","","38918","Spinosaurus sp.","genus","38598","","Spinosaurus","genus","38598","Aptian","Albian","125","100.5","12527"
"984919","occ","","","52183","Sula sp.","genus","36639","","Sula","genus","36639","Langhian","","15.97","13.82","37939"
"984920","occ","","","52183","Diomedea sp.","genus","39693","","Diomedea","genus","39693","Langhian","","15.97","13.82","37939"
"984921","occ","","","52183","Morus sp.","genus","39679","","Morus","genus","39679","Langhian","","15.97","13.82","37939"
"985442","occ","","","118194","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Late Maastrichtian","","70.6","66","38063"
"985444","occ","31726","","118194","Enantiornithes ? indet.","subclass","163512","","Enantiornithes","subclass","53286","Late Maastrichtian","","70.6","66","56237"
"985494","occ","","","118207","n. gen. Zhongjianornis n. sp. yangi","species","197824","","Zhongjianornis yangi","species","197824","Early Aptian","","125.45","122.46","32741"
"985495","occ","","","118207","n. gen. Jianchangornis n. sp. microdonta","species","197840","","Jianchangornis microdonta","species","197840","Early Aptian","","125.45","122.46","37438"
"985859","occ","","","58208","Aves indet.","class","36616","","Aves","class","36616","Late Albian","","105.3","99.6","18862"
"986252","occ","","","87925","Berruornis orbisantiqui","species","202884","","Berruornis orbisantiqui","species","202884","Thanetian","","59.2","56","38102"
"986253","occ","","","87925","n. gen. Eupterornis n. sp. remensis","species","202886","nomen dubium","Aves","class","36616","Thanetian","","59.2","56","38102"
"986426","occ","","","118314","n. gen. Eutreptodactylus n. sp. itaboraiensis","species","202891","","Eutreptodactylus itaboraiensis","species","202891","Late Paleocene","Early Eocene","58.7","48.6","38103"
"986708","occ","","","68428","n. gen. Berruornis n. sp. orbisantiqui","species","202884","","Berruornis orbisantiqui","species","202884","Thanetian","","59.2","56","38102"
"986722","occ","","","118307","Neornithes indet.","subclass","98815","","Neornithes","subclass","39241","Turonian","Coniacian","93.9","86.3","38123"
"986729","occ","","","118307","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Turonian","Coniacian","93.9","86.3","38123"
"986830","occ","","","58168","n. gen. Sazavis n. sp. prisca","species","137281","","Sazavis prisca","species","137281","Middle Turonian","Late Turonian","93.5","89.3","38130"
"986835","occ","","","118366","n. gen. Volgavis n. sp. marina","species","141040","","Volgavis marina","species","141040","Late Maastrichtian","","70.6","66","38130"
"986987","occ","","","72142","Paraves indet.","unranked clade","64113","","Paraves","unranked clade","64113","Middle Berriasian","","145","140.2","37904"
"987045","occ","","","28454","Gargantuavis philoinos","species","65146","","Gargantuavis philoinos","species","65146","Late Campanian","","83.5","70.6","38140"
"987057","occ","","","62293","Euenantiornithes indet.","superorder","98805","","Euenantiornithes","superorder","98805","Aptian","","125","113","45014"
"987137","occ","30804","","118411","n. gen. Canadaga n. sp. arctica","species","203029","","Canadaga arctica","species","203029","Late Maastrichtian","","70.6","66","54137"
"987139","occ","","","58168","Ichthyornis n. sp. maltshevskyi","species","71344","","Ichthyornis maltshevskyi","species","71344","Middle Turonian","Late Turonian","93.5","89.3","38156"
"987275","occ","","","68428","Gastornis minor","species","203060","nomen dubium","Gastornis","genus","39557","Thanetian","","59.2","56","38160"
"987276","occ","","","68428","Gastornis n. sp. russelli","species","203061","","Gastornis russelli","species","203061","Thanetian","","59.2","56","38160"
"987277","occ","","","68428","Remiornis heberti","species","203064","","Remiornis heberti","species","203064","Thanetian","","59.2","56","38160"
"987283","occ","","","68428","Gastornis parisiensis","species","203056","","Gastornis parisiensis","species","203056","Thanetian","","59.2","56","38160"
"987288","occ","","","87925","Gastornis n. sp. edwardsii","species","203057","subjective synonym of","Gastornis parisiensis","species","203056","Thanetian","","59.2","56","38160"
"987289","occ","","","87925","n. gen. Remiornis n. sp. heberti","species","203064","","Remiornis heberti","species","203064","Thanetian","","59.2","56","38160"
"987315","occ","","","68437","n. gen. Gastornis n. sp. parisiensis","species","203056","","Gastornis parisiensis","species","203056","Early Eocene","","55.8","48.6","38160"
"987416","occ","","","49137","n. gen. Zheroia n. sp. kurochkini","species","203075","","Zheroia kurochkini","species","203075","Bartonian","","41.3","38","38167"
"987417","occ","","","58168","Ichthyornis n. sp. minusculus","species","203078","","Ichthyornis minusculus","species","203078","Middle Turonian","Late Turonian","93.5","89.3","38168"
"988665","occ","","","55536","n. gen. Dapingfangornis n. sp. sentisorhinus","species","203218","","Dapingfangornis sentisorhinus","species","203218","Aptian","","125","113","38184"
"988778","occ","","","13307","Enantiornis sp.","genus","39258","","Enantiornis","genus","39258","Early Maastrichtian","","70.6","66","38192"
"988779","occ","","","13307","Martinavis n. sp. saltariensis","species","203280","","Martinavis saltariensis","species","203280","Early Maastrichtian","","70.6","66","38192"
"988780","occ","","","13307","Martinavis n. sp. minor","species","203281","","Martinavis minor","species","203281","Early Maastrichtian","","70.6","66","38192"
"988781","occ","","","13307","Martinavis n. sp. whetstonei","species","203282","","Martinavis whetstonei","species","203282","Early Maastrichtian","","70.6","66","38192"
"988782","occ","","","13307","n. gen. Elbretornis n. sp. bonapartei","species","203284","","Elbretornis bonapartei","species","203284","Early Maastrichtian","","70.6","66","38192"
"988783","occ","","","13307","Elbretornis sp.","genus","203283","","Elbretornis","genus","203283","Early Maastrichtian","","70.6","66","38192"
"988784","occ","","","13307","Euenantiornithes indet.","superorder","98805","","Euenantiornithes","superorder","98805","Early Maastrichtian","","70.6","66","38192"
"988788","occ","","","118940","Canadaga arctica","species","203029","","Canadaga arctica","species","203029","Campanian","","83.6","72.1","38194"
"988789","occ","","","39680","n. gen. Mystiornis n. sp. cyrili","species","203295","","Mystiornis cyrili","species","203295","Barremian","Aptian","129.4","113","38196"
"988800","occ","","","118946","Spinosauridae indet.","family","38595","","Spinosauridae","family","38595","Late Aptian","Early Albian","122.46","109","38204"
"988811","occ","","","118954","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Early Aptian","","125.45","122.46","38206"
"988812","occ","","","118955","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Late Albian","","105.3","99.6","38206"
"989286","occ","","","119021","cf. Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","13886"
"989838","occ","","","119238","Archaeopteryx lithographica","species","55487","","Archaeopteryx lithographica","species","55487","Early Tithonian","","150.8","145","38270"
"990507","occ","","","85728","Coelurosauria ? indet.","suborder","97931","","Coelurosauria","suborder","53940","Aptian","","125","113","38312"
"990838","occ","","","14379","Deinonychus sp.","genus","38562","","Deinonychus","genus","38562","Aptian","Albian","125","100.5","2023"
"991430","occ","","","119697","Theropoda indet.","unranked clade","162964","","Theropoda","unranked clade","38513","Late Hauterivian","","136.4","130","38390"
"994446","occ","","","49557","cf. Neornithes sp.","genus","98815","","Neornithes","subclass","39241","Late Campanian","Early Maastrichtian","83.5","66","38457"
"994447","occ","","IF","53144","Brontozoum n. sp. thianschanicum","species","85783","","Brontozoum thianschanicum","species","85783","Middle Jurassic","Late Jurassic","174.1","145","38459"
"995760","occ","","","58964","n. gen. Tonsala n. sp. hildegardae","species","142764","","Tonsala hildegardae","species","142764","Rupelian","","33.9","28.1","38489"
"995761","occ","","","58964","Tonsala n. sp. buchanani","species","205442","","Tonsala buchanani","species","205442","Rupelian","","33.9","28.1","38491"
"995762","occ","","","62246","Tonsala buchanani","species","205442","","Tonsala buchanani","species","205442","Rupelian","","33.9","28.1","38491"
"995764","occ","","","120368","Tonsala buchanani","species","205442","","Tonsala buchanani","species","205442","Early Oligocene","","33.9","28.4","38491"
"996131","occ","","","120417","Tonsala buchanani","species","205442","","Tonsala buchanani","species","205442","Early Oligocene","","33.9","28.4","38489"
"996588","occ","","","120530","n. gen. Hokkaidornis n. sp. abashiriensis","species","205661","","Hokkaidornis abashiriensis","species","205661","Chattian","","28.1","23.03","38523"
"996599","occ","","","75900","n. gen. Phocavis n. sp. maritimus","species","142767","","Phocavis maritimus","species","142767","Priabonian","","38","33.9","38527"
